index,DATE_TIME,TIME_EPOCH,VOLTAGE,CURRENT,TEMP_SENSOR1,TEMP_SENSOR2,TEMP_SENSOR3,TEMP_SENSOR4,TEMP_SENSOR5,HEATER1_STATUS,HEATER2_STATUS,HEATER3_STATUS,HEATER4_STATUS,HEATER5_STATUS
151,2021-08-26 17:46:40,1630000000000.0,,12.13,,15.0,,,,,,,,      
152,2021-08-26 17:46:40,1630000000000.0,,12.13,,,,,,,,,,      
153,2021-08-26 17:46:40,1630000000000.0,,11.87,,,,,,,,,,      
154,2021-08-26 17:46:40,1630000000000.0,219.51999999999998,11.87,,,,,,,,,,      
155,2021-08-26 17:46:40,1630000000000.0,,11.87,,,,,,,,,,      
156,2021-08-26 17:46:40,1630000000000.0,,11.87,,,,,,,,,,      
157,2021-08-26 17:46:40,1630000000000.0,,12.13,,,,,,,,,,      
158,2021-08-26 17:46:40,1630000000000.0,219.51999999999998,12.13,,,,,,,,,,      
159,2021-08-26 17:46:40,1630000000000.0,,12.13,,,,,15.0,,,,,      
160,2021-08-26 17:46:40,1630000000000.0,,12.13,,,,,,,,,,      
161,2021-08-26 17:46:40,1630000000000.0,,12.38,,,,,,1.0,1.0,0.0,,      
162,2021-08-26 17:46:40,1630000000000.0,219.6,12.38,,,,,,,,,,      
163,2021-08-26 17:46:40,1630000000000.0,,12.38,,,,,,,,,,      
164,2021-08-26 17:46:40,1630000000000.0,,12.38,,,,,,,,,1.0,0
165,2021-08-26 17:46:40,1630000000000.0,,12.64,,,,,,,,,,      
166,2021-08-26 17:46:40,1630000000000.0,219.6,12.64,,,,,,,,,,      
167,2021-08-26 17:46:40,1630000000000.0,,12.64,,,,,,,,,,      
168,2021-08-26 17:46:40,1630000000000.0,,12.64,,,,,,,,,,      
169,2021-08-26 17:46:40,1630000000000.0,,12.64,,,,13.75,,,,,,      
170,2021-08-26 17:46:40,1630000000000.0,219.6,12.64,,,,,,,,,,      
171,2021-08-26 17:46:40,1630000000000.0,,12.64,,,,,,,,,,      
172,2021-08-26 17:46:40,1630000000000.0,,12.64,,,,,,,,,,      
173,2021-08-26 17:46:40,1630000000000.0,,12.38,,,,,,,,,,      
174,2021-08-26 17:46:40,1630000000000.0,219.6,12.38,20.95,,,,,,,,,      
175,2021-08-26 17:46:40,1630000000000.0,,12.38,,,27.0,,,,,,,      
176,2021-08-26 17:46:40,1630000000000.0,,12.38,,,,,,,,,,      
177,2021-08-26 17:46:40,1630000000000.0,,12.38,,,,,,,,,,      
178,2021-08-26 17:46:40,1630000000000.0,219.6,12.38,,,,,,,,,,      
179,2021-08-26 17:46:40,1630000000000.0,,12.38,,,,,,,,,,      
180,2021-08-26 17:46:40,1630000000000.0,,12.38,,,,,,,,,,      
181,2021-08-26 17:46:40,1630000000000.0,,12.38,,,,,,,,,,      
182,2021-08-26 17:46:40,1630000000000.0,219.6,12.38,,,,,,,,,,      
183,2021-08-26 17:46:40,1630000000000.0,,12.38,,17.0,,,,,,,,      
184,2021-08-26 17:46:40,1630000000000.0,,12.38,,,,,,,,,,      
185,2021-08-26 17:46:40,1630000000000.0,,13.41,,,,,,,,,,      
186,2021-08-26 17:46:40,1630000000000.0,219.6,13.41,,,,,,,,,,      
187,2021-08-26 17:46:40,1630000000000.0,,13.41,,,,,,,,,,      
188,2021-08-26 17:46:40,1630000000000.0,,13.41,,,,,,,,,,      
189,2021-08-26 17:46:40,1630000000000.0,,12.9,,,,,,,,,,      
190,2021-08-26 17:46:40,1630000000000.0,219.6,12.9,,,,,,,,,,      
191,2021-08-26 17:46:40,1630000000000.0,,12.9,,,,,14.0,,,,,      
192,2021-08-26 17:46:40,1630000000000.0,,12.9,,,,,,,,,,      
193,2021-08-26 17:46:40,1630000000000.0,,10.33,,,,,,1.0,1.0,0.0,,      
194,2021-08-26 17:46:40,1630000000000.0,219.76,10.33,,,,,,,,,,      
195,2021-08-26 17:46:40,1630000000000.0,,10.33,,,,,,,,,,      
196,2021-08-26 17:46:40,1630000000000.0,,10.33,,,,,,,,,1.0,0
197,2021-08-26 17:46:40,1630000000000.0,,10.59,,,,,,,,,,      
198,2021-08-26 17:46:40,1630000000000.0,219.68,10.59,,,,,,,,,,      
199,2021-08-26 17:46:40,1630000000000.0,,10.59,,,,,,,,,,      
200,2021-08-26 17:46:40,1630000000000.0,,10.59,,,,,,,,,,      
201,2021-08-26 17:46:40,1630000000000.0,,10.33,,,,15.42,,,,,,      
202,2021-08-26 17:46:40,1630000000000.0,219.68,10.33,,,,,,,,,,      
203,2021-08-26 17:46:40,1630000000000.0,,10.33,,,,,,,,,,      
204,2021-08-26 17:46:40,1630000000000.0,,10.33,,,,,,,,,,      
205,2021-08-26 17:46:40,1630000000000.0,,9.56,,,,,,,,,,      
206,2021-08-26 17:46:40,1630000000000.0,219.68,9.56,21.26,,,,,,,,,      
207,2021-08-26 17:46:40,1630000000000.0,,9.56,,,28.0,,,,,,,      
208,2021-08-26 17:46:40,1630000000000.0,,9.56,,,,,,,,,,      
209,2021-08-26 17:46:40,1630000000000.0,,9.56,,,,,,,,,,      
210,2021-08-26 17:46:40,1630000000000.0,219.68,9.56,,,,,,,,,,      
211,2021-08-26 17:46:40,1630000000000.0,,9.56,,,,,,,,,,      
212,2021-08-26 17:46:40,1630000000000.0,,9.56,,,,,,,,,,      
213,2021-08-26 17:46:40,1630000000000.0,,9.3,,,,,,,,,,      
214,2021-08-26 17:46:40,1630000000000.0,219.68,9.3,,,,,,,,,,      
215,2021-08-26 17:46:40,1630000000000.0,,9.3,,19.0,,,,,,,,      
216,2021-08-26 17:46:40,1630000000000.0,,9.3,,,,,,,,,,      
217,2021-08-26 17:46:40,1630000000000.0,,9.82,,,,,,,,,,      
218,2021-08-26 17:46:40,1630000000000.0,219.68,9.82,,,,,,,,,,      
219,2021-08-26 17:46:40,1630000000000.0,,9.82,,,,,,,,,,      
220,2021-08-26 17:46:40,1630000000000.0,,9.82,,,,,,,,,,      
221,2021-08-26 17:46:40,1630000000000.0,,9.05,,,,,,,,,,      
222,2021-08-26 17:46:40,1630000000000.0,219.68,9.05,,,,,,,,,,      
223,2021-08-26 17:46:40,1630000000000.0,,9.05,,,,,13.0,,,,,      
224,2021-08-26 17:46:40,1630000000000.0,,9.05,,,,,,,,,,      
225,2021-08-26 17:46:40,1630000000000.0,,9.3,,,,,,1.0,1.0,0.0,,      
226,2021-08-26 17:46:40,1630000000000.0,219.84,9.3,,,,,,,,,,      
227,2021-08-26 17:46:40,1630000000000.0,,9.3,,,,,,,,,,      
228,2021-08-26 17:46:40,1630000000000.0,,9.3,,,,,,,,,1.0,0
229,2021-08-26 17:46:40,1630000000000.0,,8.79,,,,,,,,,,      
230,2021-08-26 17:46:40,1630000000000.0,219.76,8.79,,,,,,,,,,      
231,2021-08-26 17:46:40,1630000000000.0,,8.79,,,,,,,,,,      
232,2021-08-26 17:46:40,1630000000000.0,,8.79,,,,,,,,,,      
233,2021-08-26 17:46:40,1630000000000.0,,9.82,,,,15.42,,,,,,      
234,2021-08-26 17:46:40,1630000000000.0,219.84,9.82,,,,,,,,,,      
235,2021-08-26 17:46:40,1630000000000.0,,9.82,,,,,,,,,,      
236,2021-08-26 17:46:40,1630000000000.0,,9.82,,,,,,,,,,      
237,2021-08-26 17:46:40,1630000000000.0,,9.3,,,,,,,,,,      
238,2021-08-26 17:46:40,1630000000000.0,219.84,9.3,21.41,,,,,,,,,      
239,2021-08-26 17:46:40,1630000000000.0,,9.3,,,30.0,,,,,,,      
240,2021-08-26 17:46:40,1630000000000.0,,9.3,,,,,,,,,,      
241,2021-08-26 17:46:40,1630000000000.0,,8.79,,,,,,,,,,      
242,2021-08-26 17:46:40,1630000000000.0,219.76,8.79,,,,,,,,,,      
